ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0.5666666666666667,0.3479349186483104,0.028720626631853787,0.27440633245382584,0.46835443037974683,0.0,0.0,0.9500000000000001,0.03614457831325302,0.4444444444444444,0.6666666666666667,0.38461538461538464,0.05263157894736842,0.43,0.0,0.015151515151515152,0.015151515151515152,0.29310344827586204,0.29591836734693877,0.15625,0.0909090909090909,0.125,0.8
0.41666666666666663,0.2002503128911139,0.010443864229765013,0.15303430079155672,0.26582278481012656,0.10526315789473684,0.05263157894736842,0.7000000000000001,0.0963855421686747,0.4444444444444444,0.49999999999999994,0.23076923076923078,0.21052631578947367,0.52,0.0,0.07575757575757576,0.07575757575757576,0.11637931034482758,0.47959183673469385,0.15625,0.13636363636363635,0.0,0.8200000000000001
0.6333333333333333,0.12390488110137673,0.0391644908616188,0.23746701846965698,0.0759493670886076,0.05263157894736842,0.0,0.86,0.1566265060240964,0.6666666666666666,0.49999999999999994,0.06730769230769232,0.0,0.14,1.0,0.0,0.0,0.20689655172413793,0.35821643865702596,0.0625,0.07108868337234737,0.0,0.67
0.8666666666666667,0.16896120150187735,0.028720626631853787,0.19525065963060684,0.12658227848101267,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.09615384615384616,0.05263157894736842,0.2,1.0,0.030303030303030304,0.015151515151515152,0.08189655172413793,0.33936868139929716,0.03125,0.063510810350698,0.0625,0.5
0.7666666666666666,1.0,0.00783289817232376,0.2559366754617414,0.4810126582278481,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.3557692307692308,0.10526315789473684,0.21,0.125,0.030303030303030304,0.030303030303030304,0.06034482758620689,0.33936868139929716,0.125,0.045454545454545456,0.0,0.46
0.5833333333333333,0.15269086357947434,0.020887728459530026,0.14248021108179418,0.18987341772151897,0.0,0.0,0.63,0.1927710843373494,0.6666666666666666,0.6666666666666667,0.15384615384615385,0.05263157894736842,0.44,0.29166666666666663,0.0,0.0,0.2025862068965517,0.3469387755102041,0.03125,0.18181818181818182,0.0625,0.55
0.8166666666666667,0.1939924906132666,0.00783289817232376,0.14775725593667544,0.37974683544303794,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.2884615384615385,0.21052631578947367,0.3,0.25,0.0,0.0,0.030172413793103446,0.17857142857142855,0.125,0.0909090909090909,0.0,0.78
0.5333333333333332,0.13516896120150187,0.005221932114882507,0.17414248021108178,0.11392405063291139,0.0,0.0,0.73,0.04819277108433735,0.4444444444444444,0.6666666666666667,0.10576923076923078,0.05263157894736842,0.27,0.041666666666666664,0.015151515151515152,0.015151515151515152,0.09051724137931035,0.35821643865702596,0.09375,0.0,0.0,0.67
0.7,0.42052565707133915,0.005221932114882507,0.28232189973614774,0.24050632911392406,0.05263157894736842,0.0,0.96,0.9397590361445783,0.6666666666666666,0.49999999999999994,0.22115384615384617,0.10526315789473684,0.13,0.0,0.015151515151515152,0.015151515151515152,0.17672413793103448,0.35821643865702596,0.1875,0.0,0.0625,0.58
0.5166666666666666,0.2327909887359199,0.018276762402088774,0.17414248021108178,0.43037974683544306,0.0,0.0,0.91,0.08433734939759037,0.4444444444444444,0.6666666666666667,0.33653846153846156,0.05263157894736842,0.2,0.0,0.0,0.0,0.07758620689655173,0.3571428571428571,0.375,0.045454545454545456,0.125,0.52
0.41666666666666663,0.3454317897371714,0.013054830287206266,0.24538258575197888,0.4177215189873418,0.0,0.0,0.88,0.060240963855421686,0.4444444444444444,0.6666666666666667,0.3269230769230769,0.2631578947368421,0.21,0.0,0.015151515151515152,0.015151515151515152,0.2025862068965517,0.3826530612244898,0.21875,0.13636363636363635,0.125,0.79
0.5999999999999999,0.3341677096370463,0.0026109660574412533,0.20316622691292874,0.45569620253164556,0.05263157894736842,0.0,0.97,0.14457831325301207,0.6666666666666666,0.49999999999999994,0.375,0.10526315789473684,0.26,0.0,0.09090909090909091,0.09090909090909091,0.15086206896551724,0.47959183673469385,0.125,0.045454545454545456,0.0625,0.46
0.75,0.2640801001251564,0.0026109660574412533,0.22955145118733508,0.17721518987341772,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.14423076923076925,0.05263157894736842,0.33,0.0,0.015151515151515152,0.015151515151515152,0.2672413793103448,0.33936868139929716,0.03125,0.0,0.0625,0.67
0.7666666666666666,0.5669586983729663,0.018276762402088774,0.2691292875989446,0.17721518987341772,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.13461538461538464,0.05263157894736842,0.07,0.0,0.0,0.0,0.12931034482758622,0.4387755102040816,0.375,0.0,0.0625,1.0
0.5999999999999999,0.2365456821026283,0.010443864229765013,0.16886543535620052,0.3670886075949367,0.05263157894736842,0.05263157894736842,0.87,0.6506024096385542,0.6666666666666666,0.3333333333333333,0.2884615384615385,0.21052631578947367,0.5,1.0,0.15151515151515152,0.15151515151515152,0.25862068965517243,0.34183673469387754,0.0625,0.22727272727272724,0.0625,0.89
0.44999999999999996,0.38798498122653313,0.03133159268929504,0.22691292875989444,0.34177215189873417,0.15789473684210525,0.05263157894736842,0.76,0.024096385542168676,0.2222222222222222,0.3333333333333333,0.3269230769230769,0.0,0.44,0.0,0.0,0.0,0.008620689655172414,0.4438775510204081,0.09375,0.045454545454545456,0.0,0.5
0.6833333333333333,0.2738255251496804,0.00783289817232376,0.2321899736147757,0.3291139240506329,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.2692307692307693,0.15789473684210525,0.32,1.0,0.030303030303030304,0.030303030303030304,0.22413793103448276,0.3061224489795918,0.25,0.13636363636363635,0.25,0.75
0.75,0.10012515644555696,0.005221932114882507,0.0554089709762533,0.13924050632911392,0.05263157894736842,0.0,0.92,0.24096385542168675,0.6666666666666666,0.49999999999999994,0.125,0.05263157894736842,0.15,0.08333333333333333,0.06060606060606061,0.06060606060606061,0.008620689655172414,0.39285714285714285,0.03125,0.0,0.0,0.2
0.31666666666666665,0.22081526413709168,0.010443864229765013,0.10026385224274406,0.27848101265822783,0.21052631578947367,0.10526315789473684,0.92,0.45783132530120485,0.6666666666666666,0.49999999999999994,0.25,0.10526315789473684,0.24,1.0,0.06060606060606061,0.06060606060606061,0.3232758620689655,0.37755102040816324,0.40625,0.0,0.375,0.8200000000000001
0.5,0.19274092615769714,0.0026109660574412533,0.079155672823219,0.11392405063291139,0.05263157894736842,0.05263157894736842,0.91,0.22708868259924944,0.6666666666666666,0.6666666666666667,0.10576923076923078,0.15789473684210525,0.55,0.0,0.030303030303030304,0.030303030303030304,0.34913793103448276,0.47959183673469385,0.09375,0.0909090909090909,0.0625,0.86
0.9333333333333333,0.5469336670838548,0.195822454308094,0.5013192612137203,0.1518987341772152,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.125,0.0,0.25,0.375,0.0,0.0,0.021551724137931036,0.33936868139929716,0.0625,0.0,0.0,0.43
0.55,0.3003754693366708,0.028720626631853787,0.32717678100263853,0.37974683544303794,0.0,0.0,0.93,0.04819277108433735,0.4444444444444444,0.6666666666666667,0.09615384615384616,0.05263157894736842,0.43,0.08333333333333333,0.015151515151515152,0.015151515151515152,0.09913793103448276,0.37755102040816324,0.25,0.13636363636363635,0.125,1.0
0.8666666666666667,0.24405506883604508,0.018276762402088774,0.20580474934036938,0.3924050632911392,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.3269230769230769,0.05263157894736842,0.38,0.0,0.030303030303030304,0.030303030303030304,0.02586206896551724,0.24999999999999997,0.09375,0.045454545454545456,0.0625,0.36
0.5,0.2165206508135169,0.01566579634464752,0.2955145118733509,0.35443037974683544,0.0,0.0,0.87,0.024096385542168676,0.4444444444444444,0.6666666666666667,0.27884615384615385,0.10526315789473684,0.5,0.0,0.13636363636363635,0.13636363636363635,0.22413793103448276,0.2040816326530612,0.09375,0.36363636363636365,0.0,0.72
0.6333333333333333,0.32790988735919896,0.005221932114882507,0.15303430079155672,0.26582278481012656,0.0,0.0,0.91,0.060240963855421686,0.4444444444444444,0.6666666666666667,0.21153846153846156,0.15789473684210525,0.23,1.0,0.0,0.0,0.07327586206896551,0.4948979591836734,0.0625,0.045454545454545456,0.0,0.33
0.5,0.35168961201501875,0.02349869451697128,0.15039577836411608,0.18987341772151897,0.0,0.0,0.88,0.5301204819277109,0.6666666666666666,0.6666666666666667,0.15384615384615385,0.05263157894736842,0.63,0.0,0.06060606060606061,0.06060606060606061,0.3922413793103448,0.35821643865702596,0.125,0.045454545454545456,0.125,1.0
0.8166666666666667,0.37797246558197745,0.044386422976501305,0.17678100263852242,0.08860759493670886,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.20192307692307693,0.0,0.43,0.20833333333333331,0.0,0.0,0.16810344827586207,0.33936868139929716,0.0625,0.0,0.0,0.75
0.7166666666666666,0.26032540675844806,0.02610966057441253,0.2163588390501319,0.35443037974683544,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.2692307692307693,0.05263157894736842,0.5,0.0,0.0,0.0,0.23706896551724138,0.39795918367346933,0.03125,0.045454545454545456,0.0,0.75
0.7,0.17772215269086358,0.005221932114882507,0.14248021108179418,0.22784810126582278,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.19230769230769232,0.15789473684210525,0.55,0.0,0.09090909090909091,0.09090909090909091,0.2025862068965517,0.49999999999999994,0.0625,0.13636363636363635,0.0625,0.75
0.9333333333333333,0.43679599499374216,0.10443864229765012,0.35883905013192613,0.24050632911392406,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.1826923076923077,0.0,0.11,0.0,0.0,0.0,0.030172413793103446,0.33936868139929716,0.09375,0.0,0.0,0.36
0.6333333333333333,0.38423028785982477,0.02610966057441253,0.29023746701846964,0.5063291139240507,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.38461538461538464,0.05263157894736842,0.23,0.0,0.030303030303030304,0.030303030303030304,0.12068965517241378,0.3826530612244898,0.375,0.13636363636363635,0.25,0.59
0.7666666666666666,0.2578222778473091,0.02610966057441253,0.23746701846965698,0.5569620253164557,0.0,0.0,0.98,0.22891566265060243,0.6666666666666666,0.6666666666666667,0.4326923076923077,0.05263157894736842,0.27,0.0,0.015151515151515152,0.015151515151515152,0.034482758620689655,0.24489795918367346,0.09375,0.0909090909090909,0.0,0.38
0.5333333333333332,0.18272841051314143,0.0026109660574412533,0.12137203166226913,0.2911392405063291,0.0,0.0,0.92,0.03614457831325302,0.4444444444444444,0.6666666666666667,0.25,0.10526315789473684,0.46,0.41666666666666663,0.0,0.0,0.14224137931034483,0.5102040816326531,0.0625,0.0909090909090909,0.0625,0.5
0.8833333333333333,0.2102628285356696,0.03655352480417755,0.32189973614775724,0.25316455696202533,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.20192307692307693,0.0,0.43,1.0,0.0,0.0,0.12931034482758622,0.336734693877551,0.03125,0.045454545454545456,0.0,0.75
0.8999999999999999,0.32790988735919896,0.0391644908616188,0.35092348284960423,0.3037974683544304,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.028846153846153848,0.0,0.4,0.875,0.0,0.0,0.017241379310344827,0.33936868139929716,0.125,0.045454545454545456,0.0,0.46
0.8,0.19774718397997498,0.033942558746736295,0.16358839050131924,0.21518987341772153,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.16346153846153846,0.0,0.12,0.0,0.015151515151515152,0.015151515151515152,0.01293103448275862,0.33936868139929716,0.0625,0.0,0.0,0.43
0.6166666666666667,0.08510638297872342,0.013054830287206266,0.0474934036939314,0.12658227848101267,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.07692307692307693,0.10526315789473684,0.4,1.0,0.015151515151515152,0.0,0.27586206896551724,0.3724489795918367,0.1875,0.045454545454545456,0.0625,1.0
0.7833333333333332,0.33291614518147683,0.04699738903394256,0.32717678100263853,0.4050632911392405,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.3076923076923077,0.0,0.38,0.0,0.0,0.0,0.10775862068965517,0.15816326530612243,0.09375,0.22727272727272724,0.0625,0.77
0.8499999999999999,0.39424280350438046,0.02610966057441253,0.2401055408970976,0.4050632911392405,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.33653846153846156,0.10526315789473684,0.23,0.0,0.0,0.0,0.08189655172413793,0.4540816326530612,0.15625,0.0,0.0,0.5
0.8833333333333333,0.37546933667083854,0.2689295039164491,0.43007915567282323,0.11392405063291139,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.08653846153846154,0.0,0.22,0.14297543472260557,0.0,0.0,0.11637931034482758,0.1020408163265306,0.03125,0.0,0.0,0.67
0.7833333333333332,0.376720901126408,0.04177545691906005,0.395778364116095,0.21518987341772153,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.17307692307692307,0.0,0.12,1.0,0.030303030303030304,0.030303030303030304,0.10775862068965517,0.33936868139929716,0.0625,0.0,0.0,0.44
0.6333333333333333,0.3804755944931164,0.02610966057441253,0.287598944591029,0.4050632911392405,0.05263157894736842,0.05263157894736842,1.0,1.0,0.6666666666666666,1.0,0.3076923076923077,0.05263157894736842,0.34,0.0,0.015151515151515152,0.015151515151515152,0.09913793103448276,0.33936868139929716,0.15625,0.18181818181818182,0.125,0.59
0.44999999999999996,0.0788485607008761,0.0391644908616188,0.12928759894459102,0.06329113924050633,0.05263157894736842,0.05263157894736842,0.5,0.16867469879518074,0.6666666666666666,0.0,0.057692307692307696,0.0,0.5,0.0,0.030303030303030304,0.030303030303030304,0.19325418501898042,0.35821643865702596,0.03125,0.0,0.091502227880331,1.0
0.5333333333333332,0.3454317897371714,0.005221932114882507,0.17150395778364114,0.3924050632911392,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.31730769230769235,0.21052631578947367,0.06,0.0,0.07575757575757576,0.07575757575757576,0.14655172413793102,0.35821643865702596,0.3125,0.0,0.3125,0.55
0.8333333333333333,0.4292866082603254,0.018276762402088774,0.35092348284960423,0.3037974683544304,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.2692307692307693,0.05263157894736842,0.21,0.16666666666666666,0.030303030303030304,0.030303030303030304,0.017241379310344827,0.33936868139929716,0.09375,0.045454545454545456,0.0,0.56
0.44999999999999996,0.0725907384230288,0.0026109660574412533,0.08443271767810026,0.05063291139240506,0.0,0.0,0.5,0.07228915662650603,0.4444444444444444,0.6666666666666667,0.057692307692307696,0.05263157894736842,0.17,1.0,0.030303030303030304,0.030303030303030304,0.3706896551724138,0.35821643865702596,0.0625,0.0,0.0625,0.75
0.5,0.2715894868585732,0.02349869451697128,0.16622691292875988,0.3291139240506329,0.0,0.0,0.96,0.18072289156626506,0.6666666666666666,0.6666666666666667,0.25,0.05263157894736842,0.27,0.0,0.0,0.0,0.12931034482758622,0.35821643865702596,0.15625,0.0,0.1875,0.5
0.8833333333333333,0.1214017521902378,0.03655352480417755,0.13720316622691292,0.1518987341772152,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.11538461538461539,0.0,0.42,0.0,0.0,0.0,0.0,0.33936868139929716,0.09375,0.0,0.0,0.8300000000000001
0.55,0.22081526413709168,0.010443864229765013,0.03430079155672823,0.05063291139240506,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.04807692307692308,0.10526315789473684,0.8,0.16666666666666666,0.06060606060606061,0.06060606060606061,0.41810344827586204,0.9999999999999999,0.03125,0.045454545454545456,0.0625,0.75
0.6499999999999999,0.20901126408010012,0.00783289817232376,0.16886543535620052,0.26582278481012656,0.0,0.0,0.96,0.5903614457831325,0.6666666666666666,0.6666666666666667,0.23076923076923078,0.21052631578947367,0.33,0.0,0.06060606060606061,0.06060606060606061,0.15517241379310345,0.11224489795918366,0.125,0.045454545454545456,0.0625,0.67
0.8166666666666667,0.29662077596996245,0.005221932114882507,0.23482849604221634,0.26582278481012656,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.21153846153846156,0.05263157894736842,0.32,0.041666666666666664,0.015151515151515152,0.015151515151515152,0.05172413793103448,0.49999999999999994,0.09375,0.045454545454545456,0.0625,0.56
0.7333333333333332,0.33917396745932415,0.013054830287206266,0.26649076517150394,0.37974683544303794,0.05263157894736842,0.0,0.9,0.4096385542168675,0.6666666666666666,0.49999999999999994,0.2980769230769231,0.10526315789473684,0.52,0.0,0.0,0.0,0.1724137931034483,0.4948979591836734,0.09375,0.18181818181818182,0.125,0.53
0.6833333333333333,0.2738255251496804,0.005221932114882507,0.16094986807387862,0.4430379746835443,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.0,0.10526315789473684,0.28,0.0,0.015151515151515152,0.015151515151515152,0.08189655172413793,0.33936868139929716,0.125,0.0909090909090909,0.0625,0.7000000000000001
0.7833333333333332,0.1251564455569462,0.02610966057441253,0.23482849604221634,0.45569620253164556,0.0,0.0,0.97,0.43373493975903615,0.6666666666666666,0.6666666666666667,0.057692307692307696,0.05263157894736842,0.23,0.3333333333333333,0.0,0.0,0.07758620689655173,0.33936868139929716,0.09375,0.0909090909090909,0.0,0.46
0.8833333333333333,0.46057571964956195,0.03655352480417755,0.3034300791556728,0.2911392405063291,0.0,0.0,0.96,0.5903614457831325,0.6666666666666666,0.6666666666666667,0.06730769230769232,0.0,0.26,0.14297543472260557,0.0,0.0,0.034482758620689655,0.33936868139929716,0.0625,0.0,0.0,0.5
0.7666666666666666,0.19649561952440553,0.020887728459530026,0.20844327176781,0.21518987341772153,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.1826923076923077,0.10526315789473684,0.42,0.0,0.015151515151515152,0.015151515151515152,0.05603448275862069,0.33936868139929716,0.15625,0.0,0.0625,0.86
0.5999999999999999,0.3504380475594493,0.020887728459530026,0.2770448548812665,0.27848101265822783,0.05263157894736842,0.05263157894736842,1.0,1.0,0.6666666666666666,1.0,0.21153846153846156,0.05263157894736842,0.26,0.08333333333333333,0.045454545454545456,0.030303030303030304,0.1724137931034483,0.10714285714285714,0.09375,0.045454545454545456,0.125,0.55
0.48333333333333317,0.3992490613266583,0.0026109660574412533,0.2638522427440633,0.17721518987341772,0.3684210526315789,0.3684210526315789,1.0,1.0,0.0,1.0,0.23076923076923078,0.10526315789473684,0.18,0.0,0.015151515151515152,0.015151515151515152,0.017241379310344827,0.5102040816326531,0.09375,0.0,0.0,0.36
0.7833333333333332,0.23529411764705885,0.013054830287206266,0.16358839050131924,0.6582278481012658,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.5,0.21052631578947367,0.08,0.16666666666666666,0.015151515151515152,0.015151515151515152,0.01293103448275862,0.33936868139929716,0.125,0.0,0.0625,0.16
0.3666666666666666,0.18523153942428036,0.02349869451697128,0.10290237467018469,0.3924050632911392,0.0,0.0,0.97,0.14457831325301207,0.6666666666666666,0.6666666666666667,0.4134615384615385,0.15789473684210525,0.32,0.041666666666666664,0.18181818181818182,0.18181818181818182,0.39655172413793105,0.35821643865702596,0.21875,0.0,0.4375,0.8200000000000001
0.6166666666666667,0.3804755944931164,0.010443864229765013,0.19261213720316622,0.5189873417721519,0.05263157894736842,0.05263157894736842,0.9500000000000001,0.024096385542168676,0.0,0.0,0.40384615384615385,0.15789473684210525,0.29,0.0,0.030303030303030304,0.030303030303030304,0.02586206896551724,0.39795918367346933,0.125,0.2727272727272727,0.0625,0.48
0.5833333333333333,0.27033792240300375,0.02349869451697128,0.17150395778364114,0.34177215189873417,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.25961538461538464,0.15789473684210525,0.44,0.0,0.030303030303030304,0.030303030303030304,0.40948275862068967,0.3010204081632653,0.125,0.13636363636363635,0.125,1.0
0.6666666666666665,0.0688360450563204,0.01566579634464752,0.05013192612137203,0.16455696202531644,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.125,0.21052631578947367,0.08,0.375,0.0,0.0,0.19827586206896552,0.33936868139929716,0.09375,0.0,0.0625,0.63
0.5999999999999999,0.2403003754693367,0.06005221932114883,0.17150395778364114,0.25316455696202533,0.15789473684210525,0.15789473684210525,1.0,1.0,0.6666666666666666,1.0,0.2980769230769231,0.0,0.3,1.0,0.015151515151515152,0.015151515151515152,0.15086206896551724,0.33936868139929716,0.03125,0.045454545454545456,0.0,0.5
0.7333333333333332,0.09386733416770965,0.02349869451697128,0.11345646437994723,0.1518987341772152,0.05263157894736842,0.05263157894736842,0.92,0.14457831325301207,0.6666666666666666,0.16666666666666669,0.125,0.05263157894736842,0.62,1.0,0.0,0.0,0.017241379310344827,0.24999999999999997,0.03125,0.045454545454545456,0.0,0.5
0.75,0.20400500625782228,0.0,0.16358839050131924,0.4177215189873418,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.5384615384615385,0.15789473684210525,0.29,1.0,0.0,0.0,0.0,0.3877551020408163,0.0625,0.13636363636363635,0.0,0.43
0.5166666666666666,0.32290362953692114,0.00783289817232376,0.2005277044854881,0.18987341772151897,0.10526315789473684,0.0,0.8300000000000001,0.13253012048192772,0.4444444444444444,0.0,0.17307692307692307,0.05263157894736842,0.44,0.0,0.0,0.0,0.30603448275862066,0.26530612244897955,0.25,0.0909090909090909,0.25,0.92
0.7833333333333332,0.14017521902377975,0.005221932114882507,0.15303430079155672,0.3037974683544304,0.0,0.0,1.0,1.0,0.7777777777777777,1.0,0.25,0.05263157894736842,0.23,0.0,0.015151515151515152,0.015151515151515152,0.09913793103448276,0.41326530612244894,0.09375,0.045454545454545456,0.0625,0.8300000000000001
